Formality,Informativeness,Sentence
5,5,"Retail analysts say the longer the economic recovery takes, the more success Wal-Mart will have holding its core customer base and expanding beyond it."
5,5,Retired biophysicist Bill Levinson of Oakland tells us the likelihood of the first letters of seven lines spelling out that vulgarity by coincidence are less than 1 in 9 trillion - or about 2 million times worse than the odds of hitting the state lotto jackpot.
4,4,"Richard Garside, director of the CCJS, said it was ""important that the council is in a position to give honest and impartial advice without fear or favour""."
5,5,"Richmond High, which is 76 percent Latino, had the highest increase in its district last year in its state Adequate Yearly Progress scores."
4,4,"""Right now, the provinces are getting interested, it's not just the capital,"" Ms. Nori said."
5,5,"Rising joblessness and waning government assistance raise the risk that consumer spending will slip again, holding back the expansion."
4,4,"Robert Chote, director of the Institute for Fiscal Studies, said: ""There is a perfectly respectable case for a deeper and longer fiscal stimulus."
5,5,"Robert Hughes ran for 131 yards on 24 carries and had a touchdown, delighting a Texas crowd that was overwhelmingly filled with Fighting Irish fans."
5,5,Robert Kane works in hotel management.
6,6,"Roberto Micheletti, the de facto president who replaced Zelaya, is making the opposite calculation and believes the Congress will decide against letting Zelaya return to office, said people close to Micheletti."
5,5,Rodriguez wants to work on public safety; Allsbrooks wants to support small businesses and represent the hospitality industry on the council.
5,5,"Ronald Yee, who had been the San Francisco-based hedge fund firm's chief financial officer until June 2008, was named in a civil suit filed by the Securities and Exchange Commission on Friday."
5,5,"""SADC will continue its efforts to support, to help Zimbabweans helping themselves by this troika finishing as soon as possible, I mean very urgently, the report we are supposed to prepare send it to the chairman of the troika and to do our best to convene a summit of the troika as soon as possible,"" he said."
4,4,"""Sadly there is less stigma now associated with drug-taking,"" Mr Keen said."
5,5,"Saeb Erekat, the chief negotiator for the Palestinian Authority, told CNN on Saturday that Abbas emphasized to Clinton that talks have not resumed because the Israeli government has not lived up to what he called its obligations, which include halting settlement building in the occupied West Bank and in predominantly Palestinian East Jerusalem."
5,5,"Saleh said eight people had been arrested for their roles in the attack, including an Afghan imam who was apprehended when he arrived by plane in Jiddah, Saudi Arabia."
4,4,"Saleh said the detainees told interrogators the attackers came from Pakistan's Swat Valley and that the al-Qaida mastermind fled across the border into Pakistan's lawless tribal area, where the al-Qaida leadership is believed hiding."
4,4,"Samsung Electronics Co., Asia's biggest maker of chips, flat screens and mobile phones, said Oct. 30 profit tripled to a quarterly record."
3,3,"San Antonio might as well have been South Bend, Ind."
6,6,Sancharaki said Abdullah will announce his decision Sunday morning.
5,5,"San Francisco Mayor Gavin Newsom's withdrawal from the governor's race followed a meeting with top advisers where he was told that, unless he raised $5 million quickly and appeared to be viable, some of the state's biggest unions would throw their support behind Attorney General Jerry Brown."
5,5,San Francisco officials asked people to refrain from swimming in the bay and stay away from local beaches.
6,6,"Saul Eslake, economist with the Grattan Institute, is not convinced that rates will rise in December, but agrees that rates are heading up towards 4.5 per cent by the middle of next year - meaning a mortgage rate of 7.3 per cent."
3,3,"Schroedinger works 41-hour weeks and averages a sack a year restoring documents on the Stasi's surveillance of the army, media, railway and church."
5,5,"Schulz, who said Miliband would make a ""superb candidate"", refused to elaborate on the private talks."
6,6,Scientists believe the virus is more severe in children because they have not been exposed to related outbreaks.
4,4,Scozzafava had also received an endorsement from the National Rifle Association.
4,4,"Scozzafava's critics said she's too moderate, even liberal."
4,4,"Second ACMD report, recommending reclassification of Ecstasy, is overruled."
6,6,"Secretary of State Hillary Clinton tried Saturday to revive peace talks between Israel and the Palestinian Authority, whose chief negotiator characterized the process as ""stuck."""
5,5,"Secretary of State Hillary Rodham Clinton downplayed the prospect of an Abdullah withdrawal, saying it would not undermine the legitimacy of the election."
5,5,"Secretly, Alfan would like to row more, but he knows his place."
4,4,"Seeing two jagged edges that match, her eyes light up and she tapes them together."
3,3,Seidman is a flight engineer with a 23-year career in the Coast Guard.
4,4,"Seidman said Saturday she was thinking about ""all the things that we wanted to tell him that we can't."""
5,5,Self and others believe the Cosco Busan spill may have played a large role in killing off herring eggs.
3,3,"Self worried about the oil's impact on eelgrass beds around Alameda, which provide important spawning habitat for herring."
6,6,Senate Democrats want to extend the credit through April and expand it to allow higher-income Americans and some who already own homes to qualify for the incentive.
5,5,"Senator Ted Kaufman, a Delaware Democrat who is the interim replacement in Vice President Joe Biden's old seat, said he and Kirk have much in common, including familiarity with the ways of the Senate and little ideological daylight between them and the senators they replaced."
