Formality,Sentence
4,"Lake Placid has some limited shopping, outlet stores like The Gap, Bass, Izod, Geoffrey Beane and Van Huesen."
4,Lake Placid is a beautiful little town with unique shops and resturants not to mention the scenery.
4,"Landowners ""certainly have participated in press campaigns against me and conspired in meetings where they said they must eliminate the cancer that I represent,"" Montes told The Times in 1991, after his brother's death."
6,"Lane Lewis, a teacher, was appointed by mayors Bob Lanier, Lee Brown and White to several police oversight committees."
5,"Larry Hamermesh, a business law professor at Widener University in Delaware, said the state gets an unfair rap."
6,Laster ran for state representative in 1998 and for District F in 1999.
4,"Last July, after CMS won a contract to handle mail for the Social Security Administration, the administration performed a routine background check on Studnitz and other CMS employees, who needed a low-level security clearance to work on the contract."
5,"Last-minute contacts were under way late Saturday between representatives of Karzai and Abdullah to resolve the crisis, and the challenger's spokesman Fazel Sancharaki insisted no final decision on a withdrawal had been made."
6,"Last month the joint committee on vaccination and immunisation discussed extending the programme to include under-18s, once the priority cases have been vaccinated."
5,"Last night a former home secretary, Charles Clarke, called for a major review of drugs policy and urged ministers not to ""isolate themselves"" from science."
4,"Last night, it caused my entire system to hang."
5,"Last night, Shadow Home Secretary Chris Grayling said he supported Prof Nutt's dismissal, but blamed the Government for allowing the row to develop."
6,"Last night the mother of Marc Lawrence, 26, one of the Royal Navy officers killed, accused the MoD of a ""whitewash""."
5,"Last night, the University of Bristol professor of psychopharmacology revealed some of his children - he has two sons and two daughters, aged 18 to 26 - had taken 'soft drugs' before and that he was more concerned about drinking habits."
5,"Last Sunday it was well down on its 2009 peak, with just 852,000."
5,Last Sunday's two-vehicle suicide bombing also targeted the Governorate in central Baghdad.
6,"Last Wednesday, Taliban attackers killed five U.N. employees - including one American - and three Afghans in a brazen assault on a residential hotel housing international staff in the heart of Kabul."
4,Last weekend's gang rape at Richmond High School was almost bound to happen.
5,"Last week's decision to take controversy-scarred Justice Dinakaran off the panel, has been conveyed to the Centre, clearing the way for filling four of seven existing vacancies in the Supreme Court."
5,"Last week, sensitive quarterback Finn delivered a speech that was one of the pop-operatic series' realest moments so far."
5,"Last week, the Blue Cross Foundation gathered about two dozen of the state's major health care players and policy makers at the University of Massachusetts Club in Boston to begin discussing the potential ramifications of the emerging federal law."
5,"Last year, a Nativity display at the capitol stirred controversy after a Wisconsin-based atheist group put up a nearby placard mocking religion."
5,"Last year, Apple was sued over its iMacs with cheaper, 6-bit TN (""twisted nematic"") screens, which have a narrower viewing angle and less color accuracy and depth, because some users argued the screens were technically incapable of actually producing the ""millions of colors"" supported by their graphics cards."
3,"Last year, Hubel threw for 623 yards and five touchdowns against Eastern Washington."
4,"Last year, two people died trying."
5,"Late October polls show Corzine and Christie polling neck-and-neck, while Independent candidate Chris Daggett continues to make gains, primarily peeling support away from the Republican challenger."
5,"Later, Fareed Zakaria sits down with Matthew Hoh, a former State deparment official who resigned his post in Afghanistan to protest United States involvement there."
5,"Later in the campaign, we were also told by many pundits (often through crocodile tears) that the criticism of Sarah Palin as the GOP Vice-Presidential standard-bearer was further evidence of the latent sexism of the Democratic Party."
5,Later two more bodies were found in a crawl space in the house.
5,"Laura Grant, a fifth-grade teacher, echoes her father's old campaign pitch: Rural voters need a moderate at the table with the Legislature's Democratic majority, to ensure those interests aren't represented solely by the minority party."
5,Lawmakers considered granting equal representation in people's congresses to rural and urban people.
4,"Layar, the first camera-based AR app to really blow us (or anyone) away, has quietly slipped into the App Store."
4,Layar: There's the obvious reason to be excited about this:
6,Leaders around the globe also voiced approval.
4,LED backlighting is also environmentally friendly because it uses no toxic mercury.
5,Leftist feminists feel that conservative women disparage the very things feminists work for while enjoying the benefits of that work.
6,"Leigh's father, David, said his son, who was not married, was based in San Diego and was focused on a military career ""since age 3."""
5,"Leigh went to Norwich University, a military school in Vermont, and joined the Marines right after graduation in 1996."
6,Less than half of the dormant cancers will progress to become invasive but 30% are treated with mastectomies.
