Informativeness,Sentence
Informative,"Steele called Scozzafava's move a ""selfless act."""
Informative,"Stephen Hester, chief executive of RBS, is believed to have discussed the final details of the plan with the prime minister on Friday afternoon."
Informative,"Steve Field, its chairman, said: ""If there is enough vaccine available, it would be sensible to use it for children, who are the most vulnerable. They have had no previous immunisation or exposure to the virus."""
Informative,"Still, Caltrans officials warned that the necessary stress tests could lead to more construction work to make sure the repair can withstand high winds and vibrations - the conditions engineers blame for breaking the original fix."
Informative,"Still, casting a vote to overhaul the nation's health care system - while seated at the vote of a legendary senator and dear friend - will bring emotions that are difficult to fathom."
Informative,"Still, Emanuel said, there's far from a consensus in the field."
Informative,"Still healing after about 25 surgeries, the Mexican native also sees the race as a celebration of his own life, prolonged."
Informative,"Still, he said, he does not like to see a beautiful tree overshadowed by an ugly concrete blast wall."
Informative,"Still, she said, even in Baghdad, ""There are a lot of beautiful gardens but the people are out of the country"" because of the violence."
Informative,"Still, the water crisis could be eased substantially through a return to rainwater collection and better management, Mr. Renger said."
Informative,"Still, Zelaya expressed confidence Friday that Congress would vote in his favor, and his supporters poured into the streets in celebration."
Informative,"Stronger than expected inflation figures released last week, plus news on Friday that the US has emerged from recession, have made a rate rise this week a certainty."
Informative,"Students have been riding the Kampar River for half a century, since the first school was built in the area in the 1960s."
Informative,Such a showdown was almost inevitable.
Informative,"Supervisor John Avalos, chair of the board's budget committee, said, ""I'm hoping this could be a good thing for the city - that we'll have a mayor who is more focused on what needs to get done and can turn his vision into practice."""
Informative,Supervisor Ross Mirkarimi said he's glad a distracted Newsom will have more time for his day job.
Informative,"Supporters - and opponents - of Brown said they had been motivated by his dominance of their television sets and mailboxes, either appreciating his ""blueprint"" for Houston or feeling put off by a candidate who spent more than $3 million to get his message out."
Informative,"Sure, this year's Atlantic hurricane season has been slow with eight named storms, just two hurricanes and about $100,000 in damages to U.S. property."
Informative,"Surging auto sales, driven by tax cuts and subsidies, are boosting manufacturing."
Informative,"Swami's disciples like noted Kathavachak Prem Bhushanji claims the alterations mainly relate to punctuation marks, matras and spellings."
Informative,Switzerland has been the poster child for financial secrecy over the past year.
Informative,Sydney University media lecturer Dr Marc Brennan questioned the future of Rove's current format.
Informative,Taiwan's Eastern Television will also air the program on Saturday evening.
Informative,"Take the poverty-driven frustration of inner-city Richmond, a youth street culture that glorifies thugs and applauds degradation of women, and the desensitization of young men through violent video games, music and language, and you have a template for trouble."
